Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,KMeans_Label,Cluster_Name
R0403,Struggling Expat,37,3,4,3,3,1,3,1,0,0,0,1,0,1,3,4,4,5,4,4,4,4,5,5,4,2,6,5,4,5,3,3,6,2,30,2,4.0,3.0,4.33,4.4,7.4,6.0,3,0.6481,3,Budget-Conscious Expats
R0404,Cautious Saver,36,3,3,3,3,1,2,0,0,0,0,1,0,1,2,2,4,3,2,1,3,4,5,4,4,3,6,2,4,3,5,6,3,1,50,1,2.5,0.0,3.0,3.65,4.0,4.0,2,0.6,4,Finance Professionals
R0405,Senior Finance Pro,46,5,3,5,3,2,1,1,0,1,1,1,0,1,3,2,3,2,2,5,3,4,3,4,5,3,6,4,4,5,3,3,6,1,50,3,2.88,3.0,4.0,3.54,5.16,6.0,4,0.625,1,High-Value Nomads
R0406,High-Earning Nomad,42,4,3,5,5,1,2,1,1,0,1,1,0,0,3,4,4,4,4,2,4,5,3,4,4,2,6,5,3,4,4,4,6,3,80,2,3.62,6.0,3.67,4.61,6.44,9.0,3,0.6169,2,High-Value Nomads
R0407,Senior Finance Pro,44,3,4,5,3,2,2,0,1,1,1,0,1,1,3,3,3,3,1,3,5,5,3,4,4,3,4,5,5,4,6,3,7,2,80,2,2.5,4.0,4.33,3.35,3.8,9.0,5,0.5481,1,High-Value Nomads
R0408,Tech-Savvy Millennial,29,3,3,3,3,1,2,1,1,0,1,0,0,1,3,2,3,2,5,3,4,3,5,3,3,3,8,3,5,4,2,5,6,3,50,2,3.38,6.0,3.83,4.09,6.36,9.0,4,0.7431,0,Digital-First Millennials
R0409,High-Earning Nomad,41,4,4,5,4,2,2,1,0,0,1,1,0,1,4,5,4,2,3,3,4,5,3,5,4,2,6,3,4,4,4,8,6,2,80,4,3.5,3.0,3.5,4.05,6.2,7.0,4,0.665,2,High-Value Nomads
R0410,Tech-Savvy Millennial,29,2,2,3,2,1,4,0,1,0,1,1,0,0,4,2,2,3,2,3,5,4,4,3,4,1,7,4,3,5,4,7,5,2,50,2,3.0,4.0,4.0,3.7,5.2,5.0,3,0.735,0,Digital-First Millennials
R0411,Senior Finance Pro,43,3,5,3,3,1,1,0,0,0,1,1,0,1,2,3,3,2,2,3,4,4,4,4,4,3,8,3,3,4,7,7,10,2,80,2,2.62,1.0,3.67,3.71,3.84,4.0,4,0.7619,1,High-Value Nomads
R0412,High-Earning Nomad,43,3,5,4,5,1,3,0,0,1,1,1,0,1,5,5,5,5,5,5,5,5,3,5,5,1,10,3,4,5,5,8,10,2,80,2,3.62,1.0,3.5,4.61,6.24,6.0,5,0.865,2,High-Value Nomads
R0413,High-Earning Nomad,37,5,4,4,4,1,3,0,1,0,1,1,1,1,3,3,1,3,3,2,4,5,4,4,5,2,7,3,4,3,4,7,8,3,80,3,2.62,4.0,3.83,3.91,4.44,9.0,4,0.7231,2,High-Value Nomads
R0414,Struggling Expat,30,2,3,4,2,1,4,1,0,0,1,0,0,0,3,4,5,4,3,5,4,5,5,5,4,2,7,4,3,5,4,5,4,1,30,2,4.25,3.0,4.17,4.32,7.7,4.0,3,0.7169,3,Budget-Conscious Expats
R0415,Struggling Expat,38,3,4,2,3,2,3,0,0,0,1,1,1,1,5,4,5,4,4,4,3,5,4,4,3,4,4,5,3,5,2,2,3,5,0,1,4.5,1.0,4.5,4.35,8.56,6.0,6,0.545,3,Budget-Conscious Expats
R0416,Senior Finance Pro,46,3,5,4,3,1,2,1,0,0,0,0,0,1,3,3,3,3,3,3,4,5,3,3,4,4,6,3,3,3,6,3,6,2,80,4,2.62,3.0,4.0,3.71,4.04,6.0,2,0.625,4,Finance Professionals
R0417,Senior Finance Pro,46,5,3,4,3,1,3,0,0,0,0,1,0,1,1,3,3,2,3,2,4,4,3,5,4,1,7,3,3,3,3,4,5,1,80,3,2.38,1.0,3.17,3.59,4.16,4.0,2,0.6319,1,High-Value Nomads
R0418,Senior Finance Pro,46,4,4,5,4,3,2,1,1,1,1,0,0,1,3,4,4,2,3,1,4,5,4,5,3,2,4,4,5,4,4,3,6,1,150,2,2.75,6.0,3.83,3.38,4.7,9.0,2,0.5131,1,High-Value Nomads
R0419,Struggling Expat,38,5,3,4,3,1,3,1,0,1,1,0,0,1,3,4,5,5,5,2,4,5,5,5,2,3,5,3,3,3,2,2,5,4,10,2,4.25,3.0,3.5,4.53,8.1,6.0,3,0.525,3,Budget-Conscious Expats
R0420,Cautious Saver,40,3,4,5,2,4,1,0,0,1,1,0,0,1,2,4,3,3,3,2,4,3,5,4,3,4,5,4,4,4,6,1,8,3,50,4,2.88,1.0,3.83,2.81,4.56,3.0,3,0.5331,4,Finance Professionals
R0421,Cautious Saver,43,3,4,5,4,3,2,0,1,0,0,1,1,1,4,3,3,2,3,3,3,3,5,4,3,4,6,5,4,3,7,6,7,1,10,3,3.0,3.0,3.67,3.5,4.6,9.0,4,0.6469,1,High-Value Nomads
R0422,Cautious Saver,38,3,2,3,2,1,1,0,1,1,1,1,0,1,4,2,4,4,1,2,3,4,5,4,3,4,5,3,3,5,6,1,7,2,50,1,2.88,4.0,3.5,3.64,4.56,6.0,4,0.51,4,Finance Professionals
R0423,Tech-Savvy Millennial,29,3,4,3,3,2,1,0,0,0,1,1,0,1,3,4,4,4,1,3,5,5,3,2,3,2,8,3,4,3,6,6,8,1,50,4,3.0,1.0,3.33,3.6,4.8,4.0,3,0.7231,0,Digital-First Millennials
R0424,Struggling Expat,39,2,3,5,3,1,4,0,0,1,1,0,0,1,4,4,5,3,4,3,5,5,5,5,1,1,5,5,4,3,3,5,5,1,30,1,4.0,1.0,4.17,4.4,7.4,4.0,2,0.6169,3,Budget-Conscious Expats
R0425,Tech-Savvy Millennial,29,2,1,2,3,3,2,1,0,0,1,0,0,0,2,3,2,4,3,3,3,5,2,3,3,1,7,4,4,3,5,5,5,1,50,2,3.0,3.0,3.67,3.3,5.0,5.0,3,0.6819,0,Digital-First Millennials
R0426,Struggling Expat,37,1,2,5,2,1,5,0,1,0,1,0,1,1,3,5,5,3,2,5,4,5,5,5,3,1,4,5,4,5,2,1,5,2,30,2,3.62,4.0,4.17,4.01,6.84,8.0,4,0.5069,3,Budget-Conscious Expats
R0427,Senior Finance Pro,42,5,4,3,3,3,2,1,0,0,0,0,1,1,1,3,1,2,2,3,5,4,5,4,5,3,7,3,4,3,10,6,7,2,80,3,2.25,2.0,3.17,2.92,3.0,8.0,3,0.6619,1,High-Value Nomads
R0428,High-Earning Nomad,42,3,5,2,4,1,3,0,1,1,1,0,1,1,2,4,4,4,3,2,3,4,3,4,5,3,8,3,4,4,3,4,8,1,150,3,3.38,4.0,3.83,4.29,6.16,9.0,3,0.7281,2,High-Value Nomads
R0429,Senior Finance Pro,44,3,3,5,4,1,2,1,1,1,1,1,0,1,3,2,4,2,2,5,3,4,5,4,4,3,7,4,5,3,5,6,6,1,150,4,3.25,5.0,3.5,4.22,5.5,9.0,5,0.685,2,High-Value Nomads
R0430,Tech-Savvy Millennial,32,3,4,4,3,2,3,1,0,1,1,1,0,0,3,3,3,2,4,2,5,4,4,4,3,3,1,4,4,5,10,1,6,2,50,3,3.38,3.0,4.0,3.79,4.76,5.0,3,0.345,4,Finance Professionals
R0431,Tech-Savvy Millennial,33,3,5,4,3,2,3,0,1,0,0,1,1,0,3,3,3,4,3,5,5,5,5,4,5,3,7,5,3,5,4,6,6,2,50,2,3.62,4.0,4.17,3.91,6.44,8.0,4,0.7319,2,High-Value Nomads
R0432,Cautious Saver,36,3,4,4,4,1,2,0,0,0,1,1,0,1,3,3,3,3,3,2,3,4,5,4,3,1,3,4,4,5,5,2,9,1,30,5,3.0,1.0,4.17,4.1,5.0,5.0,4,0.4719,4,Finance Professionals
R0433,Struggling Expat,37,2,4,5,3,1,2,0,0,0,1,0,1,1,3,4,4,3,1,3,4,5,4,5,3,1,4,5,4,4,4,5,7,4,30,2,3.5,1.0,3.83,4.15,6.2,6.0,4,0.5431,3,Budget-Conscious Expats
R0434,Tech-Savvy Millennial,32,5,3,4,3,1,2,1,0,0,0,1,1,1,2,3,3,3,3,3,5,4,3,4,5,1,8,4,5,3,5,5,7,2,30,2,2.62,3.0,3.5,3.71,4.24,8.0,5,0.72,0,Digital-First Millennials
R0435,Tech-Savvy Millennial,30,5,1,4,2,1,2,1,0,0,1,0,0,1,3,3,3,3,2,1,4,5,3,5,3,2,9,4,4,3,4,7,10,3,50,5,2.88,3.0,4.0,3.64,4.96,5.0,3,0.835,0,Digital-First Millennials
R0436,Cautious Saver,41,4,4,4,3,1,2,1,0,1,0,0,0,1,3,4,3,2,2,2,3,4,3,2,3,2,7,3,2,4,5,4,6,1,30,3,2.88,3.0,3.33,3.84,4.76,6.0,2,0.6431,4,Finance Professionals
R0437,Tech-Savvy Millennial,32,3,3,3,4,2,1,0,1,0,1,1,0,1,2,4,5,5,1,3,4,5,4,4,2,2,7,4,4,3,4,3,6,3,50,2,3.5,4.0,3.67,4.05,6.2,8.0,4,0.6519,0,Digital-First Millennials
R0438,Cautious Saver,43,3,5,5,2,1,3,1,0,1,1,1,1,1,3,4,4,3,1,1,4,4,5,4,4,3,6,3,3,4,6,5,6,2,50,3,2.88,3.0,3.17,3.64,4.56,7.0,6,0.5969,1,High-Value Nomads
R0439,Cautious Saver,49,2,3,4,2,3,4,1,0,1,0,1,0,0,2,2,3,3,2,2,3,5,5,3,3,4,6,4,3,3,10,5,5,2,30,3,2.5,3.0,3.5,2.85,3.0,4.0,3,0.62,4,Finance Professionals
R0440,Tech-Savvy Millennial,32,1,3,3,3,1,2,1,1,0,1,1,1,0,3,3,3,2,3,2,5,4,5,4,4,3,8,3,5,5,5,7,9,2,50,3,3.12,6.0,4.0,3.96,5.24,9.0,4,0.785,0,Digital-First Millennials
R0441,Tech-Savvy Millennial,31,1,4,3,3,1,3,0,0,0,1,0,0,1,1,3,3,3,5,1,4,3,3,3,4,3,9,5,4,3,4,7,7,2,80,1,2.88,1.0,4.0,3.84,4.96,4.0,3,0.835,0,Digital-First Millennials
R0442,High-Earning Nomad,40,4,5,4,4,1,3,0,0,0,1,1,1,0,3,4,2,2,3,2,4,4,3,4,5,2,4,5,5,4,2,3,7,1,80,4,2.88,1.0,4.17,4.04,5.36,6.0,4,0.5369,2,High-Value Nomads
R0443,Senior Finance Pro,51,3,3,5,3,3,1,1,0,0,1,0,0,0,2,3,3,2,3,1,4,5,4,4,4,3,6,5,4,2,5,6,8,4,30,4,2.5,3.0,3.5,3.05,4.0,5.0,2,0.635,1,High-Value Nomads
R0444,Senior Finance Pro,46,3,3,1,4,2,3,1,1,0,1,1,1,0,1,2,3,1,3,3,4,3,4,4,4,1,7,5,5,3,4,4,7,2,80,1,2.5,6.0,3.5,3.55,4.2,9.0,5,0.655,1,High-Value Nomads
R0445,Cautious Saver,41,1,4,5,2,2,2,1,1,0,0,1,0,1,3,2,4,3,1,1,3,4,5,4,3,2,5,4,4,5,4,2,8,3,50,3,2.5,6.0,4.17,3.15,4.2,8.0,3,0.5719,4,Finance Professionals
R0446,High-Earning Nomad,55,3,3,5,5,3,3,0,0,1,1,1,0,0,3,3,4,1,2,3,4,5,4,3,5,1,8,4,4,5,5,6,7,3,80,2,3.12,1.0,3.83,3.76,5.24,5.0,4,0.7581,2,High-Value Nomads
R0447,High-Earning Nomad,39,4,3,4,3,1,2,0,0,0,1,0,1,1,2,2,2,3,3,2,3,5,4,4,5,2,6,4,3,4,5,3,7,2,150,4,2.88,1.0,3.83,3.84,4.76,6.0,4,0.6131,1,High-Value Nomads
R0448,Cautious Saver,48,3,1,3,2,1,3,0,1,0,1,1,0,1,1,2,2,1,2,3,3,3,4,4,4,2,7,5,5,3,6,4,9,2,50,2,2.25,4.0,3.67,3.32,3.3,6.0,5,0.6669,1,High-Value Nomads
R0449,Senior Finance Pro,48,5,5,1,5,2,1,1,0,0,1,0,0,1,5,5,5,5,5,5,3,5,4,5,4,3,10,3,3,3,5,5,10,2,80,2,2.5,3.0,3.33,3.75,4.0,8.0,3,0.8081,2,High-Value Nomads
R0450,Tech-Savvy Millennial,32,2,3,2,3,1,2,1,1,1,1,1,1,1,3,1,3,2,2,3,5,4,4,2,5,2,6,5,3,3,4,6,3,1,80,2,2.75,6.0,3.5,3.78,4.7,9.0,5,0.635,0,Digital-First Millennials
R0451,Cautious Saver,38,4,4,4,2,2,2,1,0,0,1,1,0,1,4,4,3,4,2,3,4,4,5,3,3,4,1,5,4,4,5,1,6,3,50,4,3.38,3.0,3.83,3.59,5.76,5.0,4,0.3331,4,Finance Professionals
R0452,Struggling Expat,31,3,3,1,2,1,3,0,0,0,0,0,0,0,4,3,5,4,3,5,4,5,4,5,2,3,7,5,4,4,4,2,6,4,0,2,4.25,1.0,4.0,4.32,7.7,2.0,0,0.66,3,Budget-Conscious Expats
R0453,Senior Finance Pro,44,3,4,5,3,2,1,0,0,1,0,0,0,0,1,2,3,2,3,1,3,4,4,4,4,2,5,4,5,4,4,7,9,1,150,5,2.12,1.0,4.0,3.16,3.44,3.0,0,0.635,1,High-Value Nomads
R0454,High-Earning Nomad,36,3,3,2,4,1,5,1,0,0,1,1,0,1,5,5,3,3,3,2,5,4,3,5,4,1,6,4,4,5,5,6,5,1,80,3,3.62,3.0,3.83,4.41,6.24,7.0,3,0.6581,2,High-Value Nomads
R0455,Tech-Savvy Millennial,33,3,2,2,4,1,2,1,1,0,1,0,1,1,3,2,4,3,2,3,4,5,4,4,3,1,8,5,4,3,4,2,9,3,50,4,3.12,6.0,3.83,4.16,5.44,9.0,4,0.6981,0,Digital-First Millennials
R0456,Struggling Expat,35,3,3,2,3,1,3,1,0,1,0,0,0,0,3,5,4,3,5,5,3,4,5,5,2,3,6,4,3,5,3,2,6,2,30,2,4.38,3.0,3.83,4.59,8.16,5.0,0,0.5981,3,Budget-Conscious Expats
R0457,Tech-Savvy Millennial,26,3,3,1,4,1,1,0,0,0,0,1,0,0,2,2,4,5,3,3,5,4,3,2,2,2,8,4,3,3,4,6,10,2,50,2,3.38,1.0,3.67,4.29,5.96,4.0,3,0.7469,0,Digital-First Millennials
R0458,Struggling Expat,39,2,3,5,3,1,3,1,0,1,1,0,0,0,5,3,5,3,4,4,2,4,5,5,2,4,7,3,4,4,5,6,6,3,10,2,4.25,3.0,4.0,4.53,7.5,5.0,1,0.72,3,Budget-Conscious Expats
R0459,Tech-Savvy Millennial,32,5,3,4,3,2,3,0,1,0,1,0,0,1,4,2,4,3,3,3,5,4,3,4,4,1,7,3,4,5,6,4,10,1,30,2,3.25,4.0,3.83,3.72,5.3,7.0,3,0.6781,0,Digital-First Millennials
R0460,Tech-Savvy Millennial,30,3,3,3,3,1,1,0,0,0,1,0,0,1,2,1,3,3,3,3,4,4,3,3,4,1,6,5,4,4,5,4,8,3,150,2,2.88,1.0,4.33,3.84,4.76,4.0,4,0.6631,0,Digital-First Millennials
R0461,Tech-Savvy Millennial,27,3,3,1,4,1,2,1,1,1,1,1,0,1,3,3,4,1,3,1,5,4,4,4,3,2,7,5,5,5,5,6,8,2,50,6,2.88,6.0,3.67,4.04,4.76,9.0,4,0.6969,0,Digital-First Millennials
R0462,Struggling Expat,35,2,1,3,2,1,5,0,0,0,1,0,0,1,3,3,3,3,3,3,4,4,5,5,3,1,4,3,3,3,5,4,7,2,10,2,3.5,1.0,4.17,3.95,6.0,3.0,2,0.5519,3,Budget-Conscious Expats
R0463,Cautious Saver,35,2,3,4,2,1,1,1,0,0,0,0,0,0,1,3,3,2,2,2,3,4,4,2,3,3,7,4,5,4,4,3,6,1,30,3,2.38,2.0,3.83,3.39,3.96,4.0,0,0.6631,4,Finance Professionals
R0464,Struggling Expat,34,3,5,4,2,1,4,0,0,1,1,1,1,1,4,3,5,4,4,3,3,4,5,4,3,1,6,4,5,5,3,7,4,4,30,6,4.12,1.0,4.33,4.26,7.64,5.0,4,0.7081,3,Budget-Conscious Expats
R0465,High-Earning Nomad,45,3,3,3,3,1,5,0,0,0,0,1,0,1,2,4,3,4,3,3,4,5,3,3,5,3,7,4,5,5,5,7,7,2,80,3,3.25,1.0,4.33,4.03,5.5,4.0,3,0.7581,2,High-Value Nomads
R0466,Senior Finance Pro,42,5,4,5,4,2,3,1,1,0,1,0,1,1,5,2,2,2,2,1,4,5,5,5,4,2,7,3,4,4,5,6,5,2,80,2,2.5,6.0,3.83,3.55,4.0,9.0,4,0.7081,1,High-Value Nomads
R0467,Senior Finance Pro,47,3,5,4,4,2,2,1,1,0,0,0,1,0,1,1,4,3,2,2,4,3,4,5,4,5,7,3,3,2,5,4,4,2,80,3,2.5,6.0,3.67,3.55,4.0,9.0,3,0.6669,1,High-Value Nomads
R0468,High-Earning Nomad,35,3,3,3,4,1,3,0,0,0,1,0,0,1,4,4,4,3,3,2,4,4,3,4,5,2,9,5,3,5,5,8,8,2,80,4,3.5,1.0,4.0,4.35,6.0,5.0,3,0.85,2,High-Value Nomads
R0469,Tech-Savvy Millennial,32,3,3,3,2,3,2,1,1,0,0,0,0,0,3,1,2,3,2,3,5,4,4,3,4,3,7,4,5,5,7,4,5,2,80,3,2.62,6.0,4.33,2.91,3.84,7.0,0,0.7131,0,Digital-First Millennials
R0470,High-Earning Nomad,36,5,2,1,4,1,4,0,0,1,1,0,0,1,4,4,4,3,2,2,4,4,5,3,5,1,5,3,4,4,5,5,6,2,80,2,3.25,1.0,3.5,4.22,5.5,5.0,3,0.57,2,High-Value Nomads
R0471,Tech-Savvy Millennial,38,4,2,5,4,2,2,1,0,0,1,1,0,0,4,1,3,2,5,2,3,4,3,3,5,1,7,4,5,5,5,5,8,3,150,2,3.0,3.0,4.5,3.8,5.0,6.0,2,0.74,2,High-Value Nomads
R0472,High-Earning Nomad,45,3,5,3,3,1,1,1,1,0,1,1,1,0,3,5,4,3,4,2,5,4,3,5,4,2,7,4,4,4,3,6,8,2,80,4,3.38,6.0,3.83,4.09,6.16,9.0,3,0.7081,2,High-Value Nomads
R0473,Tech-Savvy Millennial,36,3,3,4,3,1,2,0,1,1,0,1,1,1,3,2,5,3,3,3,5,4,3,3,3,2,7,4,4,5,5,4,7,2,50,4,3.38,4.0,3.67,4.09,5.76,9.0,3,0.6669,0,Digital-First Millennials
R0474,High-Earning Nomad,50,4,5,2,4,1,2,0,1,1,1,1,0,1,4,3,4,4,4,2,5,4,4,3,5,3,7,4,5,4,3,7,7,2,80,4,3.38,4.0,3.83,4.29,6.16,8.0,5,0.7231,2,High-Value Nomads
R0475,Struggling Expat,39,2,1,5,2,1,3,0,0,0,0,0,0,0,3,4,5,4,2,5,4,4,3,5,3,2,6,5,5,4,3,5,5,5,0,1,4.0,1.0,4.5,4.2,7.4,2.0,0,0.69,3,Budget-Conscious Expats
R0476,High-Earning Nomad,32,3,4,2,4,3,3,1,0,0,1,1,0,0,4,5,3,3,3,2,4,5,3,5,5,3,5,5,5,4,5,2,5,1,80,3,3.62,3.0,4.5,3.81,6.24,6.0,4,0.595,2,High-Value Nomads
R0477,Tech-Savvy Millennial,36,3,4,5,2,1,3,1,1,1,0,0,1,1,3,2,5,3,2,2,5,5,5,3,3,3,6,5,3,3,5,5,8,1,80,3,3.0,6.0,3.83,3.7,5.0,9.0,2,0.6431,0,Digital-First Millennials
R0478,Struggling Expat,34,2,4,4,2,2,4,0,0,0,1,0,0,1,4,4,4,3,4,5,4,4,4,5,4,3,5,5,4,4,2,4,5,2,30,2,4.25,1.0,4.33,4.03,8.1,3.0,3,0.6131,3,Budget-Conscious Expats
R0479,High-Earning Nomad,40,5,5,5,5,1,3,0,0,1,0,1,0,1,3,3,3,3,1,2,4,4,3,4,5,1,7,4,4,4,4,6,6,1,80,3,2.75,1.0,3.67,4.18,4.7,6.0,2,0.6969,2,High-Value Nomads
R0480,Struggling Expat,42,2,3,4,2,1,3,1,0,1,0,0,0,0,5,3,3,3,4,4,4,3,5,5,2,2,6,4,2,4,4,3,7,5,0,2,4.0,3.0,3.33,4.2,7.2,4.0,0,0.5781,3,Budget-Conscious Expats
R0481,Struggling Expat,39,5,1,5,3,1,3,0,1,0,1,1,0,0,5,4,5,5,4,4,4,4,4,4,3,4,6,5,4,3,3,4,10,1,10,1,4.5,3.0,4.17,4.6103,8.4,6.0,2,0.6519,3,Budget-Conscious Expats
R0482,Struggling Expat,37,2,4,3,3,1,2,0,1,0,1,1,1,0,3,2,5,4,5,3,3,4,4,5,3,2,6,5,3,4,1,5,5,4,10,1,3.88,4.0,4.0,4.34,7.56,8.0,4,0.655,3,Budget-Conscious Expats
R0483,Senior Finance Pro,50,4,5,3,5,2,2,0,0,1,1,1,0,0,2,3,3,3,2,3,4,4,4,4,4,2,8,3,5,4,3,5,6,2,80,2,2.62,1.0,4.33,3.81,4.64,5.0,3,0.7781,2,High-Value Nomads
R0484,Struggling Expat,32,2,2,3,3,2,4,1,0,1,1,1,0,0,4,4,5,2,4,4,5,5,5,4,3,3,6,4,4,5,4,3,5,3,10,2,4.12,2.0,4.17,4.16,7.44,5.0,3,0.6369,3,Budget-Conscious Expats
R0485,Struggling Expat,34,2,3,2,3,2,3,0,0,0,0,1,1,1,4,4,5,5,5,3,3,5,3,5,3,2,4,3,3,5,2,1,5,3,30,2,4.5,1.0,3.33,4.35,8.56,6.0,3,0.4481,3,Budget-Conscious Expats
R0486,High-Earning Nomad,40,3,4,5,4,1,2,1,1,1,1,0,1,1,4,3,4,4,4,3,4,5,5,4,4,1,8,4,4,4,5,6,6,1,80,4,3.75,6.0,3.67,4.47,6.5,9.0,4,0.7469,2,High-Value Nomads
R0487,Tech-Savvy Millennial,28,2,2,1,3,1,2,0,0,0,0,0,1,1,2,2,4,3,2,3,4,5,4,3,4,2,7,4,5,4,4,4,10,2,10,2,3.0,1.0,4.67,3.9,5.2,6.0,2,0.7369,0,Digital-First Millennials
R0488,Senior Finance Pro,42,4,3,5,3,2,2,1,1,0,1,1,0,1,2,3,3,2,3,2,4,3,5,5,5,2,6,3,2,5,6,3,7,1,80,2,2.25,6.0,3.83,3.22,3.3,9.0,4,0.6131,1,High-Value Nomads
R0489,High-Earning Nomad,32,3,4,4,5,2,4,1,1,1,0,1,0,1,4,5,3,4,3,4,4,5,3,5,5,1,6,4,4,5,4,3,9,1,80,6,3.75,6.0,3.67,4.38,6.7,9.0,3,0.6019,2,High-Value Nomads
R0490,High-Earning Nomad,30,5,4,3,4,2,4,1,1,1,1,1,1,1,4,4,4,3,4,3,3,4,3,5,4,2,7,4,4,5,5,3,7,2,80,4,3.62,6.0,4.5,4.11,6.24,9.0,6,0.71,2,High-Value Nomads
R0491,Senior Finance Pro,41,3,4,5,3,2,3,0,0,0,1,1,1,1,3,3,3,2,3,1,4,3,5,5,4,4,6,4,5,3,4,3,7,1,50,2,2.5,1.0,3.33,3.35,4.2,6.0,5,0.5781,1,High-Value Nomads
R0492,Struggling Expat,31,2,3,1,2,1,4,0,0,1,1,1,0,1,5,4,5,5,5,4,4,4,4,3,2,3,7,4,4,3,3,5,5,2,10,2,4.5,1.0,4.17,4.45,8.4,3.0,3,0.7169,3,Budget-Conscious Expats
R0493,Tech-Savvy Millennial,32,3,3,3,3,3,1,0,0,0,1,0,0,1,2,3,3,2,3,3,5,5,5,3,3,3,6,5,5,5,6,3,7,1,30,2,2.88,1.0,4.5,3.24,4.56,4.0,4,0.66,0,Digital-First Millennials
R0494,Tech-Savvy Millennial,33,5,3,2,3,2,3,0,1,0,0,1,0,1,3,1,3,3,3,2,5,4,4,4,2,2,5,4,5,4,5,1,8,3,80,6,2.88,4.0,4.17,3.54,4.76,7.0,3,0.5569,0,Digital-First Millennials
R0495,Struggling Expat,34,3,1,4,3,1,4,1,0,1,1,0,0,0,5,4,5,3,3,4,5,4,3,5,2,3,4,5,5,5,2,4,6,3,30,1,4.0,3.0,4.5,4.4,7.6,5.0,2,0.575,3,Budget-Conscious Expats
R0496,Senior Finance Pro,39,3,5,5,3,1,3,1,1,0,0,0,0,0,2,3,3,1,3,3,3,5,4,5,4,2,6,4,5,3,5,4,4,1,80,3,2.88,5.0,3.83,3.84,4.76,8.0,0,0.6281,1,High-Value Nomads
R0497,Struggling Expat,34,2,2,4,2,1,4,0,0,0,1,0,0,0,3,3,5,3,3,4,4,5,4,5,2,1,4,4,3,2,4,3,6,3,30,2,3.88,1.0,4.0,4.14,6.96,2.0,2,0.525,3,Budget-Conscious Expats
R0498,Tech-Savvy Millennial,35,2,3,1,2,2,2,1,1,1,1,1,0,1,3,4,3,3,1,2,3,4,4,4,4,3,6,5,5,4,3,3,10,1,80,6,3.0,6.0,4.33,3.4,5.4,8.0,5,0.6481,0,Digital-First Millennials
R0499,High-Earning Nomad,52,5,3,4,4,2,5,0,0,1,1,0,1,1,5,5,5,5,5,5,5,4,3,5,5,3,10,4,3,4,6,4,10,1,80,2,3.12,1.0,3.67,3.86,5.04,7.0,3,0.8169,2,High-Value Nomads
R0500,High-Earning Nomad,41,4,5,3,5,1,3,1,0,0,0,1,1,1,4,4,3,2,2,1,4,5,3,4,5,1,5,4,4,4,5,4,9,2,150,3,2.75,3.0,3.67,4.18,4.5,9.0,5,0.5669,2,High-Value Nomads
R0501,Struggling Expat,40,2,4,1,3,1,4,1,0,0,1,0,0,1,4,5,4,2,4,2,4,3,4,5,4,2,6,5,3,4,2,1,7,2,30,6,3.88,3.0,4.0,4.34,7.36,6.0,3,0.595,3,Budget-Conscious Expats
R0502,Struggling Expat,41,3,3,3,3,1,3,0,0,0,0,0,0,0,5,4,4,3,3,4,5,5,4,5,3,3,6,5,5,4,3,1,7,4,30,2,4.12,1.0,4.33,4.46,7.64,3.0,0,0.6181,3,Budget-Conscious Expats
R0503,Senior Finance Pro,41,2,3,5,3,1,3,0,1,0,1,1,0,1,3,1,3,3,1,3,4,5,4,4,5,3,6,4,4,4,4,5,5,2,50,2,2.62,4.0,3.83,3.71,4.44,7.0,5,0.6431,1,High-Value Nomads
R0504,Cautious Saver,39,5,4,3,2,2,3,0,0,0,0,1,1,1,3,2,3,2,3,2,3,5,4,5,3,2,10,4,3,5,4,7,9,2,30,5,2.75,1.0,3.67,3.28,4.7,5.0,5,0.8619,1,High-Value Nomads
R0505,Struggling Expat,37,2,2,4,2,1,4,0,0,1,0,1,0,1,5,3,5,3,2,4,4,5,5,4,4,3,4,4,3,4,4,1,5,3,30,2,3.88,1.0,3.67,4.14,6.96,3.0,2,0.4719,3,Budget-Conscious Expats
R0506,Tech-Savvy Millennial,29,3,3,4,3,2,4,0,0,0,0,1,1,1,3,2,3,3,3,4,4,5,4,4,5,3,8,5,5,5,3,5,10,1,50,4,3.25,1.0,4.67,3.72,5.9,6.0,4,0.8019,0,Digital-First Millennials
