Respondent_ID,Persona_Cluster,Q1_AgeGroup,Q1_AgeRaw,Q2_Gender,Q3_Education,Q4_Employment,Q5_IncomeTier,Q6_Nationality,Q7_YearsDubai,Q8_Spreadsheet,Q8_MobileBanking,Q8_DedicatedApp,Q8_Paper,Q8_NoTracking,Q8_Other,Q9_ReviewFrequency,Q10_NumCurrencies,Q11_Remittance,Q11_FX,Q11_Ecommerce,Q11_Investment,Q11_BillSplit,Q11_Subscriptions,Q11_None,Q12_SavingsPct,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q13_HealthUnderstanding,Q13_Overspent,Q14_BiggestChallenge,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q16_SubscriptionAlerts,Q16_CreditScore,Q16_HealthDashboard,Q16_ChatbotQueries,Q16_GamifiedSavings,Q17_InterfacePref,Q18_UAEBankIntegration,Q18_RemittancePlatform,Q18_CryptoWallet,Q18_WPSSalary,Q18_InvestmentPlatform,Q18_EcommTracking,Q19_PrivacyConcern,Q20_WTP_Intent,Q20_WTP_Binary,Q21_WTP_Tier,Q21_WTP_AED,Q22_PricingModel,Q23_Incentive,Q24_DownloadLikelihood,Q25_Privacy,Q25_Cost,Q25_Complexity,Q25_BankIntegration,Q25_AITrust,Q25_NoNeed,Q25_Regulatory,Q25_Other,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_LikelySwitch,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Q28_FWImportance,Q29_NPS,Q29_NPS_Category,Q30_EaseOfUse,Q30_AIAccuracy,Q30_RealtimeFX,Q30_CustomerSupport,Q30_DataSecurity,Q30_PersonalisedInsights,Q30_BankIntegration,Q30_Offline,Q31_ConfidenceAI,Derived_PainComposite,Derived_FeatureDesirability,Derived_AdoptionAttitude,Derived_FinancialStress,Derived_TechAffinity,Flag_FlatlineResponder,Flag_OutlierAny,Q1_AgeGroup_Label,Q2_Gender_Label,Q3_Education_Label,Q4_Employment_Label,Q5_IncomeTier_Label,Q6_Nationality_Label,Q7_YearsDubai_Label,Q9_ReviewFrequency_Label,Q10_NumCurrencies_Label,Q12_SavingsPct_Label,Q14_BiggestChallenge_Label,Q15_MoneyLost_Label,Q17_InterfacePref_Label,Q19_PrivacyConcern_Label,Q20_WTP_Intent_Label,Q21_WTP_Tier_Label,Q22_PricingModel_Label,Q23_Incentive_Label,Q29_NPS_Category_Enc,Persona_Cluster_Enc,Q5_IncomeTier_Imputed,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Flag_ValueSeeker,Eng_WTPperPain,Flag_AgeIncomeAtypical,Flag_MultiCurrencyUser
R0213,Struggling Expat,2,33,2,3,5,2,3,2,0,0,0,0,0,0,3,2,0,0,1,1,1,0,0,1,3,5,5,3,4,5,4,5,3,5,4,4,5,5,3,3,3,3,2,4,3,5,5,1,3,3,4,2,3,0,1,0,6,1,4,0,0,0,0,0,0,0,1,4,2,5,4,4,4,3,7,8,Passive,5,4,5,4,4,4,5,3,3,4.25,3.6,3.83,4.32,1.0,0,0,25-34,Female,MastersMBA,PartTime,5k-10k,ArabExpat,1-3yrs,Monthly,TwoCurr,NoSavings,HighFees,AED601-1000,Both,SlightlyConcerned,MaybeAfterTrial,AED0,PayPerFeature,FreeMonthTrial,1,0,2,7.9,4.0,3,0.5131,0,0.0,0,0
R0214,Tech-Savvy Millennial,2,34,1,3,1,4,2,1,1,0,0,0,0,0,3,2,1,1,1,0,0,1,0,1,3,2,4,2,3,4,2,3,2,3,4,5,3,4,3,5,4,2,4,5,2,5,4,5,3,4,5,3,3,0,3,30,2,1,7,0,0,0,0,1,0,0,1,3,4,4,4,5,3,6,7,8,Passive,5,4,5,4,3,5,5,2,5,2.88,3.9,3.83,3.64,1.0,0,0,25-34,Male,MastersMBA,PrivateSector,20k-40k,SouthAsian,LessThan1yr,Monthly,TwoCurr,NoSavings,NoConsolidatedView,AED101-300,WebOnly,ModeratelyConcerned,MaybeAfterTrial,AED21-40,Freemium,FreeMonthTrial,1,4,4,4.56,3.0,4,0.6931,0,10.42,0,0
R0215,Cautious Saver,3,41,1,2,1,3,7,5,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,4,2,2,2,4,5,4,4,5,3,4,3,3,4,3,3,2,4,3,3,4,1,1,3,30,2,2,6,0,0,0,0,0,0,0,0,3,4,3,3,3,4,7,7,5,Detractor,4,5,4,4,5,5,5,3,4,3.0,3.7,3.33,3.7,4.0,0,0,35-44,Male,Bachelors,PrivateSector,10k-20k,Other,MoreThan10yrs,Weekly,TwoCurr,NoSavings,NoConsolidatedView,AED1-100,WhatsApp,VeryConcerned,YesDefinitely,AED21-40,Freemium,CashbackRewards,0,1,3,4.6,5.0,0,0.5931,0,10.0,0,0
R0216,Tech-Savvy Millennial,3,37,2,2,4,2,2,4,0,1,1,0,0,0,2,2,0,0,1,0,0,1,0,1,4,3,3,3,2,4,3,3,5,4,4,4,2,4,2,4,3,4,4,5,4,4,5,5,3,3,4,1,4,0,3,30,2,6,7,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,7,7,Passive,4,5,5,4,4,3,3,2,5,3.12,3.6,4.67,3.76,6.0,0,0,35-44,Female,Bachelors,BusinessOwner,5k-10k,SouthAsian,5-10yrs,Weekly,TwoCurr,NoSavings,Subscriptions,AED301-600,WhatsApp,NotConcerned,FreeOnly,AED21-40,Freemium,RegulatoryCert,1,4,2,5.24,8.0,2,0.7519,0,9.62,0,0
R0217,Senior Finance Pro,3,43,1,3,4,5,5,5,1,1,1,0,0,0,3,3,0,1,1,1,1,0,0,1,2,3,4,2,2,3,1,1,6,3,4,5,4,4,4,3,4,5,3,2,2,4,4,4,5,5,3,2,1,1,4,50,2,3,5,0,0,0,1,1,0,0,0,4,3,2,3,4,3,6,8,10,Promoter,4,5,3,4,5,5,5,4,2,2.25,3.8,3.17,3.52,6.0,0,0,35-44,Male,MastersMBA,BusinessOwner,Above40k,EastAsian,MoreThan10yrs,Monthly,ThreeCurr,NoSavings,InvestmentInfo,AED101-300,WebOnly,SlightlyConcerned,YesDefinitely,AED41-60,Freemium,BankIntegration,2,2,5,3.3,9.0,4,0.5019,0,22.22,0,0
R0218,Cautious Saver,3,44,1,2,1,2,2,4,0,1,0,0,0,0,3,2,1,1,1,0,0,0,0,2,2,4,2,4,2,3,2,3,2,3,3,4,4,4,4,5,3,4,3,4,3,5,4,2,5,4,3,1,1,1,3,30,6,6,6,0,1,0,1,1,0,0,0,4,3,3,4,5,5,3,7,7,Passive,5,5,3,4,3,5,5,5,3,2.75,3.8,4.0,3.28,3.0,0,0,35-44,Male,Bachelors,PrivateSector,5k-10k,SouthAsian,5-10yrs,Monthly,TwoCurr,1-10pct,NoConsolidatedView,AED101-300,Both,NotConcerned,YesDefinitely,AED21-40,PayPerFeature,RegulatoryCert,1,1,2,4.9,4.0,3,0.625,0,10.91,0,0
R0219,Struggling Expat,3,36,1,3,1,2,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,5,3,1,4,5,4,5,5,3,4,3,4,5,5,3,5,2,5,3,4,3,5,5,2,5,2,5,1,1,1,2,10,2,2,5,0,0,0,0,0,0,0,0,5,4,3,3,5,5,4,6,5,Detractor,5,3,5,5,5,5,5,5,3,4.0,3.9,4.17,3.6,1.0,0,0,35-44,Male,MastersMBA,PrivateSector,5k-10k,Emirati,3-5yrs,Weekly,TwoCurr,11-20pct,HighFees,AED301-600,Both,NotConcerned,YesDefinitely,AED1-20,Freemium,CashbackRewards,0,0,2,7.2,2.0,0,0.5869,1,2.5,0,0
R0220,Cautious Saver,3,42,2,4,2,5,2,4,0,1,1,0,0,0,3,2,0,0,0,0,1,1,0,2,3,2,2,3,2,3,2,2,4,3,3,3,4,5,3,4,4,5,4,4,1,5,3,3,5,4,3,3,2,1,4,50,1,4,7,0,1,0,1,0,1,0,0,5,3,4,5,2,5,2,8,8,Passive,4,4,3,5,5,5,5,3,6,2.38,3.9,4.0,3.09,6.0,0,0,35-44,Female,Doctoral,Government,Above40k,SouthAsian,5-10yrs,Monthly,TwoCurr,1-10pct,EmergencyPlanning,AED101-300,MobileOnly,ModeratelyConcerned,YesIfJustified,AED41-60,FreeWithAds,AIFinancialAdvice,1,1,5,4.36,8.0,2,0.72,0,21.01,0,0
R0221,Struggling Expat,3,39,4,1,1,2,3,4,0,0,0,0,0,0,5,4,1,0,1,0,0,0,0,1,5,5,4,4,4,5,3,4,7,4,4,4,5,5,4,5,3,3,4,2,3,4,5,3,3,2,2,3,2,1,3,30,1,1,6,0,1,0,1,1,0,0,1,5,3,4,5,5,4,3,7,7,Passive,5,5,5,4,2,4,5,4,3,4.25,3.9,4.33,4.6103,1.0,0,0,35-44,PreferNotSay,HighSchool,PrivateSector,5k-10k,ArabExpat,5-10yrs,Rarely,FourCurr,NoSavings,NoChallenge,AED301-600,Both,ModeratelyConcerned,YesIfJustified,AED21-40,FreeWithAds,FreeMonthTrial,1,0,2,7.9,4.0,2,0.6481,1,7.06,0,1
R0222,Struggling Expat,3,37,1,1,5,5,4,3,0,0,1,0,1,0,2,2,1,1,1,1,1,1,0,1,5,4,5,3,4,5,3,4,1,5,3,4,4,5,2,4,3,5,4,2,3,4,5,2,5,2,5,3,2,1,4,50,2,3,6,1,1,0,1,1,0,1,1,5,3,4,5,5,2,3,9,6,Detractor,5,4,5,4,4,5,4,4,5,4.12,3.6,4.0,4.26,3.0,0,0,35-44,Male,HighSchool,PartTime,Above40k,Western,3-5yrs,Weekly,TwoCurr,NoSavings,FXLosses,AED601-1000,Both,ModeratelyConcerned,YesIfJustified,AED41-60,Freemium,BankIntegration,0,0,5,7.64,8.0,6,0.655,1,12.14,0,0
R0223,Tech-Savvy Millennial,2,28,2,3,4,6,2,3,1,1,1,0,0,0,2,3,0,0,0,0,0,0,1,1,2,1,3,2,3,4,2,3,4,4,4,5,4,3,4,3,4,5,3,4,3,4,4,3,2,4,2,2,2,1,3,30,1,4,5,0,0,0,0,0,0,0,0,4,5,5,4,5,2,5,7,8,Passive,5,4,5,3,4,4,3,3,1,2.5,3.9,4.17,3.65,6.0,0,0,25-34,Female,MastersMBA,BusinessOwner,PNS,SouthAsian,3-5yrs,Weekly,ThreeCurr,NoSavings,EmergencyPlanning,AED301-600,Both,SlightlyConcerned,YesIfJustified,AED21-40,FreeWithAds,AIFinancialAdvice,1,4,3,4.0,8.0,0,0.5569,0,12.0,0,0
R0224,Senior Finance Pro,4,47,2,5,1,4,4,5,0,0,1,0,0,0,4,4,1,0,0,0,1,1,0,3,2,3,4,1,2,4,1,2,6,2,5,3,4,5,3,3,4,5,4,4,3,4,3,2,3,4,5,2,2,1,4,50,2,4,5,0,0,1,0,0,0,0,0,4,5,3,4,1,5,5,7,9,Promoter,5,5,4,4,5,5,4,4,2,2.38,4.0,3.67,3.19,4.0,0,0,45-54,Female,ProfQual,PrivateSector,20k-40k,Western,MoreThan10yrs,Quarterly,FourCurr,11-20pct,InvestmentInfo,AED1-100,Both,SlightlyConcerned,YesIfJustified,AED41-60,Freemium,AIFinancialAdvice,2,2,4,3.76,8.0,3,0.5369,0,21.01,0,1
R0225,Tech-Savvy Millennial,2,31,1,3,1,2,4,4,0,1,0,0,0,0,3,3,0,0,0,0,0,0,1,2,4,4,3,4,3,3,2,3,1,4,5,5,3,3,3,4,2,5,3,3,3,4,3,3,3,4,4,2,3,0,5,80,1,5,7,0,0,0,1,1,0,0,0,5,5,4,4,4,4,5,9,6,Detractor,5,4,3,3,4,5,4,3,6,3.25,3.6,4.33,3.72,3.0,0,0,25-34,Male,MastersMBA,PrivateSector,5k-10k,Western,5-10yrs,Monthly,ThreeCurr,1-10pct,FXLosses,AED301-600,Both,SlightlyConcerned,MaybeAfterTrial,AED61-100,FreeWithAds,ReferralDiscounts,0,4,2,5.5,5.0,0,0.7431,0,24.62,0,0
R0226,Tech-Savvy Millennial,2,28,1,3,1,4,5,3,1,1,0,0,0,0,2,3,1,0,1,1,1,0,0,3,3,3,3,2,3,4,3,4,5,3,4,4,4,4,4,4,3,5,5,4,3,3,4,3,2,4,4,1,3,0,4,50,2,3,5,0,0,0,1,0,0,0,0,4,4,5,3,5,5,4,7,6,Detractor,4,5,5,3,5,3,4,2,6,3.12,4.1,4.33,3.36,3.0,0,0,25-34,Male,MastersMBA,PrivateSector,20k-40k,EastAsian,3-5yrs,Weekly,ThreeCurr,11-20pct,Subscriptions,AED101-300,Both,NotConcerned,MaybeAfterTrial,AED41-60,Freemium,BankIntegration,0,4,4,5.44,7.0,4,0.6431,0,16.03,0,0
R0227,High-Earning Nomad,2,33,1,4,4,5,3,2,0,1,1,0,0,0,3,5,1,0,1,1,0,1,0,1,3,1,2,3,3,3,2,3,5,6,4,5,3,4,5,2,5,4,4,3,5,4,5,4,3,4,5,4,2,1,6,150,3,4,7,1,0,0,1,0,0,0,0,2,3,3,4,3,4,6,8,8,Passive,4,5,5,4,4,5,5,4,6,2.5,3.9,3.17,4.05,6.0,0,0,25-34,Male,Doctoral,BusinessOwner,Above40k,ArabExpat,1-3yrs,Monthly,FivePlus,NoSavings,Subscriptions,Above1000,NoPreference,VeryConcerned,YesIfJustified,Above100,MonthlySubscription,AIFinancialAdvice,1,3,5,3.8,9.0,4,0.6619,0,60.0,0,1
R0228,Senior Finance Pro,4,48,3,3,1,3,7,5,0,0,1,0,0,0,2,3,1,1,1,0,0,1,0,2,2,3,4,4,1,3,3,3,6,3,5,3,4,4,4,4,4,5,3,2,5,4,4,2,5,4,3,2,2,1,4,50,6,3,5,1,1,0,0,0,1,0,0,4,5,4,4,4,5,5,8,8,Passive,5,5,4,3,5,5,5,4,3,2.88,3.8,4.33,3.54,4.0,0,0,45-54,NonBinary,MastersMBA,PrivateSector,10k-20k,Other,MoreThan10yrs,Weekly,ThreeCurr,1-10pct,InvestmentInfo,AED101-300,NoPreference,SlightlyConcerned,YesIfJustified,AED41-60,PayPerFeature,BankIntegration,1,2,3,4.76,7.0,4,0.5981,0,17.36,0,0
R0229,High-Earning Nomad,2,32,1,2,2,5,3,3,1,0,0,0,0,0,2,4,1,0,1,0,0,0,0,1,4,4,3,2,2,4,3,4,1,5,4,5,4,3,4,3,4,4,5,4,4,4,5,4,5,5,4,3,3,0,6,150,4,2,7,0,0,0,1,0,0,0,0,4,4,3,5,4,4,4,6,8,Passive,5,4,4,4,5,5,5,5,7,3.25,4.0,4.0,4.22,1.0,0,0,25-34,Male,Bachelors,Government,Above40k,ArabExpat,3-5yrs,Weekly,FourCurr,NoSavings,FXLosses,AED601-1000,WhatsApp,ModeratelyConcerned,MaybeAfterTrial,Above100,AnnualSubscription,CashbackRewards,1,3,5,5.7,4.0,2,0.735,0,46.15,0,1
R0230,Struggling Expat,3,37,2,3,1,1,2,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,2,3,5,4,4,4,5,4,5,1,5,4,5,4,4,4,3,2,5,3,3,3,5,5,2,3,4,5,2,1,1,2,10,2,1,4,1,1,0,0,0,0,0,0,5,3,3,4,5,3,2,7,5,Detractor,4,4,5,4,5,5,4,4,3,4.25,3.7,3.83,4.22,1.0,0,0,35-44,Female,MastersMBA,PrivateSector,Below5k,SouthAsian,5-10yrs,Monthly,ThreeCurr,1-10pct,FXLosses,AED601-1000,Both,SlightlyConcerned,YesDefinitely,AED1-20,Freemium,FreeMonthTrial,0,0,1,8.1,3.0,0,0.5131,1,2.35,0,0
R0231,Cautious Saver,3,36,1,3,2,5,2,4,0,0,0,1,0,0,2,2,0,1,1,1,0,1,0,1,3,3,4,2,3,3,1,2,4,4,4,3,5,3,3,4,3,5,4,5,5,3,2,3,4,3,3,2,2,1,4,50,6,3,6,0,1,0,1,0,0,0,0,3,4,4,5,3,3,1,7,8,Passive,5,4,5,4,5,4,5,4,4,2.62,3.9,3.67,3.51,1.0,0,0,35-44,Male,MastersMBA,Government,Above40k,SouthAsian,5-10yrs,Weekly,TwoCurr,NoSavings,EmergencyPlanning,AED301-600,NoPreference,SlightlyConcerned,YesIfJustified,AED41-60,PayPerFeature,BankIntegration,1,1,5,5.04,5.0,4,0.6169,0,19.08,0,0
R0232,Struggling Expat,3,37,2,3,1,1,2,5,0,0,0,0,0,0,4,3,1,0,1,0,0,1,0,1,4,4,4,5,3,5,5,5,5,5,4,4,4,5,2,5,4,3,4,2,1,5,4,2,4,2,5,2,3,0,2,10,2,5,4,0,1,0,1,0,0,0,0,3,5,4,4,5,4,3,7,5,Detractor,5,4,5,5,4,5,5,5,2,4.38,3.7,4.17,4.59,1.0,0,0,35-44,Female,MastersMBA,PrivateSector,Below5k,SouthAsian,MoreThan10yrs,Quarterly,ThreeCurr,NoSavings,Subscriptions,AED601-1000,MobileOnly,SlightlyConcerned,MaybeAfterTrial,AED1-20,Freemium,ReferralDiscounts,0,0,1,8.16,4.0,3,0.5219,0,2.28,0,0
R0233,Struggling Expat,3,36,1,3,1,1,1,4,1,0,0,1,1,0,3,3,1,1,1,0,1,1,0,1,5,3,4,3,5,5,4,1,5,5,4,4,4,4,3,3,3,3,5,4,3,5,4,3,3,4,4,3,3,0,3,30,2,1,4,0,1,0,0,0,0,0,0,5,2,4,5,5,5,1,8,2,Detractor,5,5,5,5,5,4,5,4,3,3.75,3.7,4.33,4.28,0.0,0,0,35-44,Male,MastersMBA,PrivateSector,Below5k,Emirati,5-10yrs,Monthly,ThreeCurr,NoSavings,Subscriptions,AED601-1000,Both,ModeratelyConcerned,MaybeAfterTrial,AED21-40,Freemium,FreeMonthTrial,0,0,1,7.3,4.0,5,0.5481,0,8.0,0,0
R0234,Struggling Expat,3,35,2,3,5,2,4,5,0,0,0,0,1,0,2,3,0,1,1,0,0,0,0,1,3,5,5,4,3,5,3,5,4,4,5,4,4,5,4,4,3,4,5,4,3,4,5,3,4,3,4,3,3,0,2,10,3,1,6,0,1,1,0,0,0,0,0,4,3,5,4,5,5,4,7,3,Detractor,5,5,4,4,4,3,5,4,5,4.12,4.2,4.33,4.46,0.0,0,0,35-44,Female,MastersMBA,PartTime,5k-10k,Western,MoreThan10yrs,Weekly,ThreeCurr,NoSavings,EmergencyPlanning,AED301-600,Both,ModeratelyConcerned,MaybeAfterTrial,AED1-20,MonthlySubscription,FreeMonthTrial,0,0,2,7.44,3.0,2,0.6781,0,2.43,0,0
R0235,Tech-Savvy Millennial,2,30,2,2,4,6,2,4,1,1,0,0,0,1,2,3,1,1,0,1,1,1,0,1,4,2,4,1,3,3,2,4,2,4,5,5,3,4,4,4,4,4,5,4,5,3,5,4,5,3,3,3,2,1,4,50,2,3,5,0,0,1,1,1,0,0,0,3,3,4,4,4,5,5,7,9,Promoter,4,4,4,4,4,5,5,4,2,2.88,4.2,3.83,3.84,3.0,0,0,25-34,Female,Bachelors,BusinessOwner,PNS,SouthAsian,5-10yrs,Weekly,ThreeCurr,NoSavings,NoConsolidatedView,AED301-600,NoPreference,ModeratelyConcerned,YesIfJustified,AED41-60,Freemium,BankIntegration,2,4,3,4.76,8.0,5,0.5481,0,17.36,0,0
R0236,Cautious Saver,4,46,2,2,2,4,2,5,0,1,0,1,0,0,4,2,1,0,0,0,0,0,0,3,3,3,2,3,2,4,3,3,2,4,4,4,5,4,3,5,4,4,3,5,3,4,3,2,3,5,4,2,2,1,4,50,1,1,8,0,1,0,1,1,0,0,0,3,3,3,4,2,5,5,7,4,Detractor,5,5,4,4,5,5,5,4,5,2.88,4.1,3.33,3.04,3.0,0,0,45-54,Female,Bachelors,Government,20k-40k,SouthAsian,MoreThan10yrs,Quarterly,TwoCurr,11-20pct,NoConsolidatedView,AED301-600,Both,SlightlyConcerned,YesIfJustified,AED41-60,FreeWithAds,FreeMonthTrial,0,1,4,4.76,4.0,1,0.7081,0,17.36,0,0
R0237,Senior Finance Pro,4,46,2,2,1,5,5,5,0,0,0,0,0,0,2,3,1,0,1,0,1,1,0,2,5,4,3,1,3,3,3,4,3,4,4,4,3,3,5,4,4,5,2,3,3,5,5,3,5,4,4,1,2,1,5,80,3,2,9,0,0,0,0,0,0,0,0,3,4,4,3,3,5,6,6,6,Detractor,5,5,4,5,5,4,5,3,6,3.25,3.7,3.67,3.72,1.0,0,0,45-54,Female,Bachelors,PrivateSector,Above40k,EastAsian,MoreThan10yrs,Weekly,ThreeCurr,1-10pct,HighFees,AED301-600,Both,NotConcerned,YesIfJustified,AED61-100,MonthlySubscription,CashbackRewards,0,2,5,5.3,4.0,4,0.7969,0,24.62,0,0
R0238,Tech-Savvy Millennial,2,33,1,2,1,3,2,3,0,1,1,0,0,0,2,3,1,0,0,0,1,1,0,2,5,5,5,5,5,5,5,5,2,3,4,5,4,3,3,3,2,4,4,5,3,5,4,3,2,4,4,3,1,1,3,30,3,5,10,1,1,0,1,0,0,0,0,4,3,4,3,4,4,5,8,10,Promoter,4,4,3,3,4,4,5,3,5,3.0,3.7,3.67,3.6,6.0,0,0,25-34,Male,Bachelors,PrivateSector,10k-20k,SouthAsian,3-5yrs,Weekly,ThreeCurr,1-10pct,NoConsolidatedView,AED101-300,Both,ModeratelyConcerned,YesDefinitely,AED21-40,MonthlySubscription,ReferralDiscounts,2,4,3,5.0,9.0,3,0.8319,0,10.0,0,0
R0239,Struggling Expat,3,41,2,3,2,2,2,3,0,0,1,0,0,0,4,2,0,0,1,1,1,1,0,1,4,5,4,5,4,1,3,5,4,5,5,4,5,5,3,5,2,4,2,2,3,4,5,3,3,2,4,2,3,0,3,30,5,3,6,0,0,0,1,0,0,0,0,4,4,1,5,4,5,3,6,5,Detractor,5,3,4,4,5,5,4,4,6,3.88,3.7,3.83,4.14,4.0,0,0,35-44,Female,MastersMBA,Government,5k-10k,SouthAsian,3-5yrs,Quarterly,TwoCurr,NoSavings,EmergencyPlanning,AED601-1000,Both,SlightlyConcerned,MaybeAfterTrial,AED21-40,OneTimePurchase,BankIntegration,0,0,2,7.16,8.0,4,0.6581,0,7.73,0,0
R0240,Tech-Savvy Millennial,2,30,1,5,1,3,2,2,0,1,1,0,0,0,2,3,0,1,0,1,0,1,0,1,3,4,3,2,3,3,3,4,2,5,5,3,5,4,3,3,3,3,3,4,3,5,4,3,3,3,4,2,4,0,4,50,2,3,8,0,0,1,1,1,0,0,0,3,5,3,4,4,4,5,8,7,Passive,4,4,4,5,5,5,5,2,7,3.12,3.6,3.83,3.96,6.0,0,0,25-34,Male,ProfQual,PrivateSector,10k-20k,SouthAsian,1-3yrs,Weekly,ThreeCurr,NoSavings,NoConsolidatedView,AED601-1000,Both,SlightlyConcerned,FreeOnly,AED41-60,Freemium,BankIntegration,1,4,3,5.24,9.0,3,0.7731,0,16.03,0,0
R0241,High-Earning Nomad,3,44,1,5,4,5,5,1,0,1,1,0,0,0,4,4,1,0,1,1,0,1,0,1,3,3,3,3,4,5,4,5,3,4,4,5,3,4,4,4,4,5,3,3,3,5,5,3,3,5,4,2,1,1,5,80,3,2,7,1,0,1,1,0,1,1,0,5,3,4,4,3,3,4,6,7,Passive,5,4,4,4,5,5,4,5,3,3.75,3.9,3.67,4.47,6.0,0,0,35-44,Male,ProfQual,BusinessOwner,Above40k,EastAsian,LessThan1yr,Quarterly,FourCurr,NoSavings,HighFees,AED301-600,Both,SlightlyConcerned,YesDefinitely,AED61-100,MonthlySubscription,CashbackRewards,1,3,5,6.7,9.0,4,0.6519,1,21.33,0,1
R0242,High-Earning Nomad,4,45,1,4,3,5,2,5,0,0,1,0,0,0,3,5,0,0,0,1,0,1,0,1,3,3,4,2,1,4,3,3,4,4,5,5,4,5,5,3,4,4,4,3,3,4,5,5,3,5,5,2,1,1,4,50,4,1,7,1,1,0,1,0,0,0,1,5,5,4,5,4,4,4,7,9,Promoter,5,5,5,4,5,5,4,5,7,2.88,4.2,4.5,4.24,4.0,0,0,45-54,Male,Doctoral,Freelancer,Above40k,SouthAsian,MoreThan10yrs,Monthly,FivePlus,NoSavings,EmergencyPlanning,AED301-600,Both,SlightlyConcerned,YesDefinitely,AED41-60,AnnualSubscription,FreeMonthTrial,2,3,5,4.96,9.0,2,0.77,0,17.36,0,1
R0243,High-Earning Nomad,3,42,1,3,1,5,2,4,0,0,1,1,0,0,3,4,1,0,1,1,1,1,0,1,3,3,2,2,2,3,2,3,3,5,5,4,3,3,4,4,5,5,3,2,3,4,4,5,3,5,3,1,2,1,5,80,4,5,6,0,0,0,0,1,0,0,0,4,4,5,4,4,4,5,7,5,Detractor,4,5,4,4,5,4,5,4,5,2.5,3.8,4.17,3.85,4.0,0,0,35-44,Male,MastersMBA,PrivateSector,Above40k,SouthAsian,5-10yrs,Monthly,FourCurr,NoSavings,HighFees,AED601-1000,Both,NotConcerned,YesIfJustified,AED61-100,AnnualSubscription,ReferralDiscounts,0,3,5,4.0,9.0,5,0.6669,0,32.0,0,1
R0244,Senior Finance Pro,4,45,1,2,4,4,3,5,0,0,0,0,0,0,2,4,1,0,1,0,1,1,0,4,1,1,3,2,2,3,3,5,5,2,3,4,4,4,4,3,3,5,2,1,2,5,5,3,4,5,4,3,3,0,5,80,3,3,6,1,0,0,1,0,0,0,0,3,4,3,4,3,4,3,7,5,Detractor,5,4,4,5,5,5,5,3,3,2.5,3.3,3.5,2.95,1.0,0,0,45-54,Male,Bachelors,BusinessOwner,20k-40k,ArabExpat,MoreThan10yrs,Weekly,FourCurr,21-30pct,Subscriptions,AED1-100,WebOnly,ModeratelyConcerned,MaybeAfterTrial,AED61-100,MonthlySubscription,BankIntegration,0,2,4,4.4,5.0,4,0.59,0,32.0,0,1
R0245,Tech-Savvy Millennial,2,32,4,4,5,5,4,4,0,1,1,0,0,0,2,3,1,1,1,1,0,1,0,2,3,3,3,2,3,3,2,5,5,4,4,4,5,3,3,4,3,5,2,4,3,5,4,3,4,5,3,3,2,1,3,30,2,1,7,0,0,0,0,0,1,0,1,4,3,2,4,5,4,5,7,10,Promoter,5,5,4,4,4,3,4,3,3,3.0,3.7,3.67,3.6,6.0,0,0,25-34,PreferNotSay,Doctoral,PartTime,Above40k,Western,5-10yrs,Weekly,ThreeCurr,1-10pct,Subscriptions,AED301-600,Both,ModeratelyConcerned,YesIfJustified,AED21-40,Freemium,FreeMonthTrial,2,4,5,5.0,9.0,5,0.6519,0,10.0,0,0
R0246,High-Earning Nomad,3,41,1,4,1,4,4,5,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,1,2,4,3,2,3,4,3,4,1,4,5,5,4,4,5,4,5,4,5,2,4,3,4,5,2,5,4,2,4,0,5,80,2,3,4,1,0,0,0,0,0,0,0,3,5,4,4,3,3,3,8,6,Detractor,4,5,5,3,4,4,4,5,3,3.12,4.3,3.67,3.96,1.0,0,0,35-44,Male,Doctoral,PrivateSector,20k-40k,Western,MoreThan10yrs,Monthly,ThreeCurr,NoSavings,FXLosses,AED301-600,WhatsApp,SlightlyConcerned,FreeOnly,AED61-100,Freemium,BankIntegration,0,3,4,5.64,4.0,2,0.5019,0,25.64,0,0
